order_id,customer_id,timestamp,order_amount,item_count,distinct_categories,high_resale_ratio,wardrobing_flag,discount_percentage,account_age_days,historical_orders,historical_return_rate,historical_chargebacks,delivery_address_changes_30d,billing_shipping_mismatch,ip_distance_to_billing_km,device_trust_score,checkout_duration_sec,payment_velocity_24h,card_is_prepaid,card_country_mismatch,margin_amount,loss_amount,is_return_abuse,is_chargeback,is_risk_target
ORD-104475,CUST-02427,2026-06-01 19:39:20,57.0,1,1,0.054,0,0.1,277.6,17,0.055,0,0,0,23.4,0.653,41.5,1,0,0,19.95,0.0,0,0,0
ORD-106984,CUST-05044,2026-06-01 19:46:11,76.05,2,1,0.162,0,0.3,451.4,19,0.014,0,0,0,25.7,0.676,15.2,1,0,0,26.62,0.0,0,0,0
ORD-112407,CUST-02918,2026-06-01 20:19:54,236.35,2,1,0.037,0,0.0,12.1,0,0.173,0,0,0,20.7,0.832,29.9,5,0,0,82.72,90.9,1,0,1
ORD-111326,CUST-02226,2026-06-01 20:32:52,72.94,3,3,0.267,0,0.1,95.1,6,0.01,0,0,0,37.9,0.838,118.0,1,0,0,25.53,0.0,0,0,0
ORD-112720,CUST-04566,2026-06-01 20:34:49,150.57,1,1,0.12,0,0.0,16.1,0,0.198,0,1,0,94.3,0.874,71.7,2,0,0,52.7,0.0,0,0,0
ORD-107032,CUST-03029,2026-06-01 20:48:51,72.47,1,1,0.114,0,0.0,84.6,4,0.149,0,0,0,37.3,0.961,2.5,1,0,0,25.36,0.0,0,0,0
ORD-113475,CUST-04816,2026-06-01 20:54:19,66.29,2,2,0.299,0,0.15,160.3,8,0.038,0,0,0,59.5,0.783,101.7,1,0,0,23.2,0.0,0,0,0
ORD-113849,CUST-03469,2026-06-01 20:55:00,296.33,1,1,0.41,0,0.0,190.4,10,0.182,0,0,0,8.6,0.458,100.1,1,0,0,103.72,0.0,0,0,0
ORD-109601,CUST-01818,2026-06-01 20:56:02,73.43,1,1,0.754,0,0.1,5.8,1,0.097,0,0,0,42.8,0.457,63.6,1,0,0,25.7,0.0,0,0,0
ORD-110858,CUST-04704,2026-06-01 21:00:21,88.04,1,1,0.027,0,0.1,37.1,1,0.145,0,0,0,30.8,0.934,32.2,1,0,0,30.81,0.0,0,0,0
ORD-104974,CUST-03904,2026-06-01 21:02:46,15.73,1,1,0.109,0,0.2,308.1,11,0.025,0,0,0,19.8,0.92,33.2,1,0,0,5.51,0.0,0,0,0
ORD-102154,CUST-06652,2026-06-01 21:08:35,24.11,1,1,0.467,0,0.0,438.1,13,0.046,0,0,0,0.8,0.95,118.8,1,0,0,8.44,0.0,0,0,0
ORD-114908,CUST-02206,2026-06-01 21:13:39,87.66,3,2,0.081,1,0.2,177.6,8,0.058,0,1,0,56.5,0.802,31.8,3,0,0,30.68,0.0,0,0,0
ORD-108491,CUST-01065,2026-06-01 21:27:07,136.51,4,3,0.061,0,0.15,416.6,15,0.064,2,1,0,2.8,0.921,39.0,1,0,0,47.78,60.95,1,0,1
ORD-105290,CUST-06866,2026-06-01 21:28:50,34.19,6,1,0.128,0,0.0,319.6,14,0.186,0,1,0,93.6,0.653,63.2,1,0,1,11.97,0.0,0,0,0
ORD-104118,CUST-03375,2026-06-01 21:36:31,66.12,1,1,0.202,0,0.3,131.5,6,0.28,0,0,0,0.1,0.953,64.7,2,1,0,23.14,0.0,0,0,0
ORD-113616,CUST-06589,2026-06-01 21:39:12,177.86,1,1,0.338,0,0.3,344.3,15,0.059,0,0,0,152.3,0.853,13.4,1,0,0,62.25,0.0,0,0,0
ORD-100531,CUST-03686,2026-06-01 21:39:14,97.31,1,1,0.252,0,0.3,420.0,13,0.263,0,0,0,111.2,0.86,84.1,1,0,0,34.06,0.0,0,0,0
ORD-111310,CUST-05117,2026-06-01 21:40:46,63.89,6,2,0.537,0,0.0,18.6,0,0.18,0,0,0,19.0,0.491,15.5,1,0,0,22.36,0.0,0,0,0
ORD-109904,CUST-02155,2026-06-01 21:47:06,52.8,1,1,0.217,0,0.0,205.3,10,0.2,0,0,0,54.5,0.761,28.1,1,0,0,18.48,0.0,0,0,0
ORD-109261,CUST-03152,2026-06-01 22:06:10,204.38,1,1,0.111,0,0.2,152.2,4,0.022,0,0,0,23.1,0.9,50.1,1,0,0,71.53,0.0,0,0,0
ORD-104708,CUST-06095,2026-06-01 22:42:29,92.71,1,1,0.122,0,0.0,55.4,2,0.179,0,0,0,21.6,0.822,270.8,1,0,0,32.45,0.0,0,0,0
ORD-110595,CUST-05456,2026-06-01 22:42:34,66.55,2,2,0.035,0,0.0,492.0,16,0.14,0,0,0,62.7,0.923,63.4,1,0,0,23.29,0.0,0,0,0
ORD-101510,CUST-05713,2026-06-01 23:03:44,45.55,3,3,0.05,0,0.1,362.9,9,0.203,0,0,0,12.8,0.501,41.9,5,0,0,15.94,0.0,0,0,0
ORD-106801,CUST-02718,2026-06-01 23:19:26,46.9,2,2,0.115,0,0.0,15.7,0,0.205,0,0,0,70.6,0.929,78.1,2,0,0,16.42,0.0,0,0,0
ORD-100153,CUST-06773,2026-06-01 23:20:50,236.5,2,2,0.227,0,0.0,40.1,1,0.081,0,0,0,55.0,0.868,70.1,2,0,0,82.78,0.0,0,0,0
ORD-112927,CUST-04076,2026-06-01 23:21:11,309.29,2,2,0.186,1,0.15,146.2,0,0.03,0,0,0,0.8,0.873,103.6,1,0,0,108.25,0.0,0,0,0
ORD-108362,CUST-02580,2026-06-01 23:34:25,586.22,4,4,0.407,0,0.0,36.6,0,0.125,0,0,0,26.4,0.865,28.0,1,0,0,205.18,0.0,0,0,0
ORD-110378,CUST-02337,2026-06-01 23:51:22,32.43,3,1,0.392,0,0.3,180.9,11,0.351,0,0,0,51.5,0.848,12.1,1,0,0,11.35,0.0,0,0,0
ORD-109983,CUST-03577,2026-06-01 23:56:43,73.1,1,1,0.196,0,0.0,94.5,6,0.307,0,0,0,6.9,0.762,88.2,1,0,1,25.58,0.0,0,0,0
ORD-102679,CUST-01281,2026-06-01 23:57:26,74.36,6,2,0.137,0,0.15,30.6,1,0.049,0,0,0,1.6,0.915,91.5,1,0,0,26.03,0.0,0,0,0
ORD-114417,CUST-01567,2026-06-01 23:58:19,97.19,1,1,0.182,0,0.15,332.2,9,0.216,0,0,0,6.8,0.912,76.3,2,0,0,34.02,0.0,0,0,0
ORD-110102,CUST-01361,2026-06-02 00:13:07,24.64,2,2,0.029,0,0.0,241.3,11,0.316,0,0,0,34.2,0.973,23.0,1,0,0,8.62,27.39,1,0,1
ORD-107239,CUST-03527,2026-06-02 00:14:31,86.83,1,1,0.225,0,0.2,272.1,17,0.154,1,0,0,23.3,0.938,68.9,1,0,0,30.39,0.0,0,0,0
ORD-103483,CUST-04445,2026-06-02 00:19:35,35.44,8,4,0.103,0,0.3,82.1,3,0.18,0,1,0,19.3,0.649,64.9,1,0,0,12.4,0.0,0,0,0
ORD-104390,CUST-01420,2026-06-02 00:31:10,70.9,2,2,0.239,1,0.3,12.3,1,0.162,0,0,0,33.6,0.876,10.8,1,0,0,24.82,0.0,0,0,0
ORD-107135,CUST-01571,2026-06-02 00:52:28,226.14,1,1,0.12,0,0.15,167.6,5,0.04,0,0,0,9.5,0.908,107.5,1,0,0,79.15,0.0,0,0,0
ORD-107970,CUST-01627,2026-06-02 00:54:36,16.14,7,2,0.031,0,0.0,564.7,35,0.179,0,0,0,116.3,0.921,35.8,1,0,1,5.65,0.0,0,0,0
ORD-107843,CUST-05010,2026-06-02 00:57:37,101.4,1,1,0.303,0,0.15,18.4,1,0.042,0,0,0,125.1,0.565,95.7,1,0,0,35.49,0.0,0,0,0
ORD-108502,CUST-04216,2026-06-02 01:23:36,245.44,1,1,0.141,0,0.15,93.5,2,0.089,0,0,0,19.1,0.859,66.3,1,0,0,85.9,0.0,0,0,0
ORD-104559,CUST-02822,2026-06-02 01:28:39,57.65,4,4,0.164,0,0.0,672.1,22,0.063,0,0,0,73.1,0.85,64.3,1,0,0,20.18,0.0,0,0,0
ORD-113888,CUST-06532,2026-06-02 01:29:55,45.57,5,2,0.029,0,0.0,4.4,0,0.19,0,0,0,0.7,0.708,43.5,1,0,0,15.95,0.0,0,0,0
ORD-107866,CUST-04462,2026-06-02 01:37:39,225.13,2,2,0.269,0,0.1,905.3,30,0.196,0,0,0,9.0,0.931,143.1,2,0,0,78.8,0.0,0,0,0
ORD-100932,CUST-03810,2026-06-02 01:39:43,229.26,2,2,0.045,0,0.0,451.3,23,0.177,0,0,0,90.5,0.741,17.0,4,0,0,80.24,0.0,0,0,0
ORD-111861,CUST-02325,2026-06-02 01:46:59,245.5,1,1,0.099,0,0.0,604.7,29,0.1,0,0,1,26.9,0.965,55.7,1,0,0,85.92,0.0,0,0,0
ORD-100716,CUST-03894,2026-06-02 02:02:50,44.63,2,1,0.049,0,0.3,664.1,33,0.258,0,0,0,4.8,0.957,26.0,1,1,0,15.62,0.0,0,0,0
ORD-112431,CUST-01595,2026-06-02 02:15:52,74.16,2,1,0.29,1,0.1,1067.7,32,0.179,0,0,0,14.0,0.835,198.1,6,0,0,25.96,42.25,1,0,1
ORD-110992,CUST-05200,2026-06-02 02:34:18,61.73,1,1,0.309,0,0.3,239.4,14,0.208,0,0,0,75.7,0.813,23.8,1,0,0,21.61,0.0,0,0,0
ORD-109031,CUST-06397,2026-06-02 02:47:24,39.96,4,2,0.072,0,0.3,108.0,7,0.146,0,0,0,26.3,0.93,41.6,1,0,0,13.99,0.0,0,0,0
ORD-107430,CUST-06076,2026-06-02 02:50:09,41.02,2,1,0.075,1,0.2,275.0,19,0.341,0,0,0,15.6,0.941,55.5,1,0,0,14.36,32.31,1,0,1
ORD-109063,CUST-06459,2026-06-02 02:50:49,133.23,2,1,0.304,0,0.0,373.8,19,0.418,0,0,0,20.2,0.992,18.1,3,0,0,46.63,59.97,1,0,1
ORD-108572,CUST-01928,2026-06-02 02:52:05,15.28,1,1,0.006,0,0.2,123.7,4,0.016,0,0,0,25.9,0.737,34.9,1,1,1,5.35,0.0,0,0,0
ORD-104150,CUST-02828,2026-06-02 03:23:57,41.53,1,1,0.076,0,0.1,379.3,18,0.4,0,0,0,97.6,0.804,39.5,2,0,0,14.54,0.0,0,0,0
ORD-102864,CUST-05243,2026-06-02 03:45:30,99.31,1,1,0.01,0,0.1,218.8,9,0.145,0,0,0,3.7,0.796,37.7,1,0,0,34.76,0.0,0,0,0
ORD-106492,CUST-03877,2026-06-02 03:47:28,29.37,1,1,0.229,0,0.15,89.8,1,0.139,0,0,0,16.9,0.965,23.4,2,0,0,10.28,0.0,0,0,0
ORD-108790,CUST-05759,2026-06-02 03:48:52,581.0,2,2,0.081,0,0.1,276.8,9,0.06,0,0,0,41.4,0.93,111.2,1,1,0,203.35,0.0,0,0,0
ORD-103195,CUST-03917,2026-06-02 04:04:25,49.67,3,3,0.486,0,0.1,110.4,3,0.25,0,0,0,5.0,0.967,67.6,1,1,0,17.38,0.0,0,0,0
ORD-111063,CUST-01174,2026-06-02 04:22:40,67.78,3,3,0.11,0,0.2,494.8,21,0.269,0,0,0,55.5,0.906,55.7,1,0,0,23.72,0.0,0,0,0
ORD-112474,CUST-04302,2026-06-02 04:24:12,148.12,4,3,0.178,0,0.0,101.2,4,0.025,0,1,0,29.3,0.85,39.3,1,0,0,51.84,0.0,0,0,0
ORD-100750,CUST-02540,2026-06-02 04:32:52,274.05,2,2,0.384,0,0.1,245.7,10,0.016,0,0,0,44.2,0.802,160.6,1,0,0,95.92,0.0,0,0,0
ORD-106567,CUST-03218,2026-06-02 04:49:24,73.18,2,2,0.433,0,0.0,299.5,14,0.172,0,1,1,29.9,0.604,113.6,2,0,0,25.61,0.0,0,0,0
ORD-105810,CUST-01007,2026-06-02 05:04:16,115.61,1,1,0.572,0,0.1,135.5,4,0.115,0,0,0,58.9,0.853,12.3,1,0,0,40.46,0.0,0,0,0
ORD-105376,CUST-05447,2026-06-02 05:11:16,27.76,6,1,0.259,0,0.15,396.0,11,0.004,0,1,0,74.8,0.833,14.9,2,0,0,9.72,0.0,0,0,0
ORD-102822,CUST-03984,2026-06-02 05:11:24,150.65,1,1,0.114,0,0.15,65.9,5,0.19,0,0,0,4.2,0.74,57.5,1,0,0,52.73,0.0,0,0,0
ORD-111126,CUST-06708,2026-06-02 05:25:23,37.41,1,1,0.051,0,0.0,321.4,11,0.081,0,0,0,132.4,0.993,77.1,1,0,0,13.09,0.0,0,0,0
ORD-101580,CUST-03842,2026-06-02 05:25:23,186.36,4,2,0.028,0,0.0,198.8,6,0.108,0,1,0,65.3,0.815,174.0,2,0,0,65.23,0.0,0,0,0
ORD-108033,CUST-06630,2026-06-02 05:37:58,47.41,2,1,0.311,0,0.0,71.5,1,0.146,0,1,0,3.1,0.909,34.4,1,0,0,16.59,0.0,0,0,0
ORD-112738,CUST-05944,2026-06-02 05:42:16,395.78,2,1,0.022,0,0.0,223.1,3,0.323,0,0,0,22.3,0.905,36.9,1,0,0,138.52,0.0,0,0,0
ORD-106174,CUST-05450,2026-06-02 05:48:24,80.28,2,2,0.005,0,0.1,453.6,19,0.024,0,0,0,21.9,0.93,84.0,1,0,0,28.1,0.0,0,0,0
ORD-105054,CUST-06521,2026-06-02 05:49:37,52.57,2,2,0.119,0,0.0,23.2,1,0.214,0,2,0,51.1,0.822,53.2,1,0,0,18.4,0.0,0,0,0
ORD-105844,CUST-05273,2026-06-02 05:50:55,37.76,3,1,0.46,0,0.15,5.2,1,0.255,0,0,0,13.3,0.853,108.7,1,0,0,13.22,0.0,0,0,0
ORD-101777,CUST-06693,2026-06-02 05:51:46,63.17,1,1,0.364,0,0.0,292.3,11,0.226,0,0,0,45.0,0.968,69.2,1,0,0,22.11,0.0,0,0,0
ORD-112508,CUST-01705,2026-06-02 05:56:06,88.1,3,1,0.033,0,0.0,785.0,36,0.012,0,0,0,114.6,0.934,53.2,1,0,0,30.83,0.0,0,0,0
ORD-114373,CUST-02936,2026-06-02 05:58:23,302.25,2,2,0.292,0,0.1,358.3,8,0.295,0,0,0,15.0,0.824,24.7,1,1,0,105.79,0.0,0,0,0
ORD-113436,CUST-06052,2026-06-02 06:11:39,103.74,1,1,0.064,0,0.5,805.3,32,0.511,0,1,0,54.2,0.866,250.3,1,0,0,36.31,0.0,0,0,0
ORD-114944,CUST-03998,2026-06-02 06:14:57,332.18,1,1,0.155,0,0.0,106.8,4,0.068,0,0,0,8.2,0.967,58.8,1,0,0,116.26,0.0,0,0,0
ORD-100451,CUST-03802,2026-06-02 06:29:31,40.27,3,2,0.462,0,0.3,376.3,14,0.005,0,0,0,6.9,0.84,37.5,1,0,0,14.09,0.0,0,0,0
ORD-113617,CUST-03300,2026-06-02 06:30:00,300.47,1,1,0.368,0,0.0,30.1,1,0.147,0,0,0,9.1,0.676,86.3,1,0,0,105.16,0.0,0,0,0
ORD-101014,CUST-04304,2026-06-02 06:43:53,125.44,2,1,0.101,0,0.1,11.1,0,0.085,0,0,0,38.6,0.991,83.7,1,0,0,43.9,0.0,0,0,0
ORD-112583,CUST-01660,2026-06-02 06:51:12,13.84,1,1,0.042,0,0.2,354.3,14,0.053,0,0,0,26.0,0.787,40.8,1,0,0,4.84,0.0,0,0,0
ORD-109001,CUST-03218,2026-06-02 07:07:18,66.19,3,1,0.049,0,0.3,613.1,34,0.315,0,0,0,14.5,0.645,61.5,1,0,0,23.17,39.86,1,0,1
ORD-108353,CUST-03609,2026-06-02 07:22:22,149.68,1,1,0.174,0,0.2,479.4,25,0.029,0,0,0,72.1,0.911,30.8,2,0,0,52.39,0.0,0,0,0
ORD-105764,CUST-03329,2026-06-02 07:24:15,213.35,1,1,0.047,0,0.15,49.0,3,0.16,0,1,0,46.4,0.933,20.0,1,0,0,74.67,0.0,0,0,0
ORD-111375,CUST-01152,2026-06-02 07:42:21,234.26,1,1,0.044,0,0.15,624.8,34,0.254,0,0,0,83.0,0.811,77.7,1,0,0,81.99,0.0,0,0,0
ORD-109732,CUST-03573,2026-06-02 07:57:52,37.94,3,2,0.213,0,0.15,345.7,12,0.116,0,1,0,45.1,0.909,81.6,1,0,0,13.28,0.0,0,0,0
ORD-108739,CUST-04809,2026-06-02 08:13:36,231.41,1,1,0.231,0,0.3,24.5,1,0.159,0,0,0,36.4,0.85,92.3,1,0,0,80.99,0.0,0,0,0
ORD-111309,CUST-05776,2026-06-02 08:17:09,17.38,1,1,0.094,0,0.0,309.2,12,0.118,0,0,0,3.7,0.831,55.0,1,0,0,6.08,0.0,0,0,0
ORD-113988,CUST-02353,2026-06-02 08:24:08,49.67,1,1,0.013,0,0.0,84.5,8,0.612,0,0,0,55.9,0.817,34.4,1,0,0,17.38,0.0,0,0,0
ORD-113060,CUST-04879,2026-06-02 08:28:02,10.0,1,1,0.051,0,0.1,81.6,2,0.098,0,0,0,34.3,0.808,47.2,1,0,0,3.5,0.0,0,0,0
ORD-108207,CUST-06457,2026-06-02 08:29:58,87.06,5,2,0.524,0,0.2,35.0,3,0.008,0,0,0,47.0,0.816,83.6,1,0,0,30.47,0.0,0,0,0
ORD-105377,CUST-03734,2026-06-02 08:30:49,35.79,1,1,0.014,0,0.0,215.8,8,0.118,0,0,0,31.3,0.868,57.8,1,0,1,12.53,0.0,0,0,0
ORD-113155,CUST-01748,2026-06-02 08:41:14,154.46,2,2,0.065,0,0.0,70.1,1,0.231,0,0,0,14.4,0.885,132.4,1,0,0,54.06,0.0,0,0,0
ORD-108159,CUST-02847,2026-06-02 08:48:04,23.8,2,2,0.748,0,0.0,129.7,8,0.103,0,0,0,57.8,0.861,130.3,1,0,0,8.33,0.0,0,0,0
ORD-110980,CUST-04361,2026-06-02 08:55:49,207.84,4,2,0.282,1,0.15,211.6,9,0.038,0,0,0,117.6,0.925,8.8,2,0,0,72.74,0.0,0,0,0
ORD-103599,CUST-04041,2026-06-02 08:57:00,65.55,1,1,0.194,0,0.0,117.4,3,0.243,0,1,0,30.8,0.527,127.0,1,0,0,22.94,0.0,0,0,0
ORD-104148,CUST-02142,2026-06-02 08:59:33,42.08,1,1,0.337,0,0.1,129.6,4,0.122,0,0,0,1.3,0.842,14.7,1,0,0,14.73,0.0,0,0,0
ORD-106786,CUST-03064,2026-06-02 09:02:31,177.16,2,1,0.156,0,0.0,520.4,25,0.127,0,0,0,18.5,0.842,85.4,1,0,0,62.01,0.0,0,0,0
ORD-100112,CUST-06330,2026-06-02 09:13:53,138.28,4,2,0.781,0,0.0,45.0,0,0.25,0,1,0,41.2,0.894,92.6,2,0,0,48.4,0.0,0,0,0
ORD-105379,CUST-05823,2026-06-02 09:27:47,91.65,1,1,0.063,0,0.0,416.2,23,0.028,0,0,0,33.7,0.803,53.6,1,0,0,32.08,0.0,0,0,0
ORD-104869,CUST-04611,2026-06-02 09:27:54,62.62,4,3,0.153,0,0.0,227.9,8,0.026,0,1,0,29.5,0.521,63.2,1,0,1,21.92,0.0,0,0,0
ORD-107749,CUST-06521,2026-06-02 09:32:30,132.05,1,1,0.04,0,0.0,91.1,3,0.022,0,1,0,2.4,0.934,257.5,2,0,0,46.22,0.0,0,0,0
ORD-108620,CUST-04067,2026-06-02 09:37:57,51.89,6,2,0.321,0,0.0,44.9,3,0.018,0,0,0,49.0,0.674,26.3,1,0,0,18.16,0.0,0,0,0
ORD-111918,CUST-05160,2026-06-02 09:48:28,42.25,1,1,0.562,0,0.2,1529.1,32,0.127,0,0,0,51.9,0.867,91.5,1,0,0,14.79,0.0,0,0,0
ORD-100956,CUST-02058,2026-06-02 10:20:01,346.26,2,1,0.404,0,0.1,121.8,2,0.066,0,0,0,13.2,0.867,12.5,4,0,0,121.19,0.0,0,0,0
ORD-113182,CUST-04827,2026-06-02 10:25:51,96.67,2,2,0.043,0,0.2,12.8,0,0.296,0,0,0,79.8,0.816,88.3,1,0,0,33.83,0.0,0,0,0
ORD-104425,CUST-03242,2026-06-02 10:31:15,62.35,1,1,0.029,0,0.1,95.7,2,0.2,0,0,0,23.6,0.984,73.2,1,0,0,21.82,0.0,0,0,0
ORD-108564,CUST-02311,2026-06-02 10:55:27,10.63,2,2,0.261,1,0.0,535.0,21,0.164,0,0,0,1.0,0.873,54.3,1,0,0,3.72,0.0,0,0,0
ORD-102782,CUST-03274,2026-06-02 10:57:27,79.27,1,1,0.084,0,0.1,464.9,23,0.127,0,0,0,36.4,0.87,38.5,1,0,0,27.74,0.0,0,0,0
ORD-109178,CUST-05829,2026-06-02 11:01:57,41.65,1,1,0.559,0,0.0,400.8,15,0.305,0,0,0,46.0,0.906,78.5,1,0,0,14.58,0.0,0,0,0
ORD-102900,CUST-01465,2026-06-02 11:03:12,57.6,1,1,0.105,0,0.0,10.6,0,0.086,0,0,0,35.1,0.634,21.0,1,0,0,20.16,0.0,0,0,0
ORD-104641,CUST-03994,2026-06-02 11:14:57,139.48,2,1,0.074,1,0.1,729.5,35,0.108,0,1,0,65.2,0.801,77.5,1,0,0,48.82,0.0,0,0,0
ORD-112409,CUST-05268,2026-06-02 11:17:10,147.59,1,1,0.415,0,0.0,886.7,28,0.316,0,0,0,207.0,0.947,54.7,1,0,0,51.66,0.0,0,0,0
ORD-108450,CUST-02759,2026-06-02 11:24:17,59.92,1,1,0.236,0,0.2,386.1,15,0.033,0,0,0,6.8,0.963,48.0,1,0,0,20.97,0.0,0,0,0
ORD-103043,CUST-06793,2026-06-02 11:29:25,80.33,1,1,0.093,0,0.0,31.1,2,0.039,0,0,1,2.6,0.81,142.0,1,0,0,28.12,0.0,0,0,0
ORD-108009,CUST-03756,2026-06-02 11:37:16,11.54,2,2,0.279,0,0.0,296.6,15,0.038,1,0,0,28.2,0.894,18.1,1,1,0,4.04,0.0,0,0,0
ORD-104124,CUST-03843,2026-06-02 11:40:07,39.16,2,2,0.248,0,0.0,577.3,20,0.088,0,0,0,1.8,0.722,20.5,3,0,0,13.71,0.0,0,0,0
ORD-109820,CUST-03307,2026-06-02 11:55:59,437.72,1,1,0.022,0,0.1,109.9,4,0.18,0,0,0,103.2,0.909,126.3,1,0,0,153.2,0.0,0,0,0
ORD-106599,CUST-02238,2026-06-02 12:01:12,141.12,4,3,0.392,1,0.0,634.8,22,0.001,0,0,1,19.1,0.798,181.1,1,0,0,49.39,0.0,0,0,0
ORD-104069,CUST-05848,2026-06-02 12:11:18,149.55,1,1,0.307,0,0.0,281.1,10,0.031,0,0,0,34.1,0.549,72.7,3,0,0,52.34,0.0,0,0,0
ORD-103877,CUST-01565,2026-06-02 12:24:38,46.23,1,1,0.338,0,0.15,47.0,0,0.143,0,0,0,76.9,0.91,122.4,5,0,0,16.18,0.0,0,0,0
ORD-106145,CUST-01949,2026-06-02 12:32:14,35.57,1,1,0.433,0,0.2,383.1,14,0.011,0,0,0,152.8,0.709,13.9,1,1,0,12.45,0.0,0,0,0
ORD-107801,CUST-06616,2026-06-02 12:32:40,53.6,2,2,0.165,1,0.1,10.6,1,0.441,0,0,0,92.4,0.869,41.1,1,0,0,18.76,36.08,1,0,1
ORD-113100,CUST-05174,2026-06-02 12:37:51,68.43,1,1,0.081,0,0.1,155.8,6,0.113,0,2,0,50.7,0.927,34.4,1,0,0,23.95,0.0,0,0,0
ORD-113435,CUST-06782,2026-06-02 13:00:03,80.65,1,1,0.05,0,0.1,125.1,5,0.203,0,0,0,101.0,0.775,48.3,1,0,0,28.23,0.0,0,0,0
ORD-105024,CUST-06918,2026-06-02 13:04:38,185.48,1,1,0.114,0,0.1,318.6,9,0.066,0,0,0,9.5,0.925,26.7,4,0,0,64.92,0.0,0,0,0
ORD-100123,CUST-01245,2026-06-02 13:04:57,36.49,1,1,0.461,0,0.1,96.7,6,0.123,0,0,0,63.7,0.831,69.2,1,0,0,12.77,0.0,0,0,0
ORD-109394,CUST-04244,2026-06-02 13:48:16,38.84,3,2,0.337,0,0.15,325.6,18,0.097,0,1,0,20.1,0.981,26.6,1,0,0,13.59,0.0,0,0,0
ORD-113062,CUST-05303,2026-06-02 14:02:30,237.63,1,1,0.35,0,0.0,86.0,4,0.111,0,0,0,16.3,0.882,26.3,1,0,0,83.17,0.0,0,0,0
ORD-111322,CUST-02397,2026-06-02 14:03:13,104.58,8,2,0.451,0,0.1,217.3,9,0.244,0,0,0,12.5,0.729,43.9,2,0,0,36.6,0.0,0,0,0
ORD-106139,CUST-05795,2026-06-02 14:04:51,161.95,1,1,0.032,0,0.5,254.6,10,0.005,0,0,0,72.9,0.652,23.5,1,0,0,56.68,0.0,0,0,0
ORD-107646,CUST-05652,2026-06-02 14:09:11,52.65,3,1,0.211,0,0.3,293.1,9,0.194,3,0,0,3.7,0.836,100.3,1,0,0,18.43,0.0,0,0,0
ORD-112004,CUST-06692,2026-06-02 14:26:56,137.39,1,1,0.399,0,0.15,372.5,8,0.415,0,0,0,49.2,0.884,31.4,1,0,0,48.09,0.0,0,0,0
ORD-109390,CUST-04783,2026-06-02 14:49:10,91.68,1,1,0.01,0,0.0,200.2,4,0.085,0,0,0,5.3,0.663,51.7,1,0,0,32.09,0.0,0,0,0
ORD-104115,CUST-01486,2026-06-02 14:51:00,330.14,3,1,0.018,0,0.1,230.6,11,0.082,0,0,0,29.4,0.982,91.8,1,0,0,115.55,0.0,0,0,0
ORD-110941,CUST-02545,2026-06-02 15:02:36,45.12,1,1,0.448,0,0.15,244.4,12,0.13,0,0,0,39.4,0.81,59.0,1,0,0,15.79,33.54,1,0,1
ORD-112236,CUST-01631,2026-06-02 15:03:55,98.22,6,2,0.059,0,0.1,866.3,35,0.268,0,0,0,43.5,0.909,67.0,1,0,0,34.38,0.0,0,0,0
ORD-107157,CUST-05178,2026-06-02 15:06:50,352.13,1,1,0.172,0,0.0,183.6,6,0.04,0,0,0,81.3,0.884,9.6,1,0,0,123.25,0.0,0,0,0
ORD-114863,CUST-01302,2026-06-02 15:13:00,113.09,2,1,0.053,0,0.0,33.9,3,0.112,0,0,0,0.2,0.797,51.0,1,0,0,39.58,0.0,0,0,0
ORD-106862,CUST-06124,2026-06-02 15:17:41,67.26,2,2,0.238,0,0.0,600.2,23,0.096,0,0,0,80.2,0.903,80.9,1,0,0,23.54,0.0,0,0,0
ORD-114208,CUST-04432,2026-06-02 15:26:19,334.09,1,1,0.484,0,0.0,501.0,15,0.056,0,0,0,47.0,0.663,122.1,1,0,0,116.93,0.0,0,0,0
ORD-109007,CUST-01317,2026-06-02 15:41:16,138.34,4,3,0.058,1,0.1,90.6,7,0.206,0,0,0,41.8,0.681,75.4,1,0,0,48.42,0.0,0,0,0
ORD-101662,CUST-04120,2026-06-02 15:46:51,680.55,2,2,0.156,0,0.3,182.3,9,0.009,0,0,0,24.2,0.858,66.0,1,0,0,238.19,0.0,0,0,0
ORD-102049,CUST-03033,2026-06-02 16:09:22,39.5,3,3,0.634,0,0.1,197.1,9,0.129,0,0,0,35.5,0.952,56.5,1,0,0,13.82,0.0,0,0,0
ORD-109896,CUST-01962,2026-06-02 16:11:31,90.11,3,1,0.011,1,0.5,27.4,1,0.157,0,1,0,15.9,0.924,41.6,1,0,0,31.54,0.0,0,0,0
ORD-101940,CUST-03349,2026-06-02 16:21:26,21.98,3,2,0.581,0,0.0,21.0,1,0.117,0,1,0,19.1,0.97,54.3,4,0,0,7.69,0.0,0,0,0
ORD-113938,CUST-01223,2026-06-02 16:25:55,16.24,2,2,0.075,1,0.0,361.3,14,0.018,0,0,0,5.6,0.983,50.3,1,0,0,5.68,0.0,0,0,0
ORD-112844,CUST-01887,2026-06-02 16:30:08,91.33,6,2,0.246,0,0.0,41.5,1,0.08,0,0,0,58.6,0.949,108.9,1,0,0,31.97,0.0,0,0,0
ORD-102798,CUST-01960,2026-06-02 16:53:11,76.1,2,2,0.5,0,0.1,244.4,7,0.139,0,0,0,46.6,0.932,44.8,1,0,0,26.64,0.0,0,0,0
